afr-x-bible-1953.txt	20	.	1
afr-x-bible-1983.txt	20	.	1
afr-x-bible-1983.txt	21	”	1
afr-x-bible-boodskap.txt	32	!	1
afr-x-bible-boodskap.txt	33	"	1
afr-x-bible-lewende.txt	22	.	1
afr-x-bible-lewende.txt	23	"	1
afr-x-bible-viralmal.txt	21	.	1
afr-x-bible-viralmal.txt	22	”	1
dan-x-bible-1931.txt	18	.	1
dan-x-bible-1931.txt	19	"	1
dan-x-bible-frederik.txt	17	.	1
dan-x-bible-hverdagsdansk.txt	24	!	1
deu-x-bible-albrecht.txt	19	!	1
deu-x-bible-albrecht.txt	20	"	1
deu-x-bible-elberfelder1871.txt	19	.	1
deu-x-bible-elberfelder1905.txt	19	.	1
deu-x-bible-erben.txt	18	.	1
deu-x-bible-freebible.txt	19	.	1
deu-x-bible-genfer2011.txt	26	!	1
deu-x-bible-genfer2011.txt	27	«	1
deu-x-bible-greber.txt	28	!	1
deu-x-bible-greber.txt	29	"	1
deu-x-bible-gruenewalder.txt	19	.	1
deu-x-bible-gruenewalder.txt	20	«	1
deu-x-bible-hoffnung.txt	20	.	1
deu-x-bible-hoffnung.txt	21	«	1
deu-x-bible-interlinear.txt	16	;	1
deu-x-bible-konkordant.txt	27	!	1
deu-x-bible-konkordant.txt	28	"	1
deu-x-bible-luther1545.txt	18	.	1
deu-x-bible-luther1545letztehand.txt	18	.	1
deu-x-bible-luther1912.txt	18	.	1
deu-x-bible-meister.txt	18	.	1
deu-x-bible-menge.txt	20	!	1
deu-x-bible-menge.txt	21	«	1
deu-x-bible-neue.txt	23	.	1
deu-x-bible-neue.txt	24	"	1
deu-x-bible-pattloch.txt	20	!	1
deu-x-bible-pattloch.txt	21	"	1
deu-x-bible-reinhardt1910.txt	19	.	1
deu-x-bible-schlachter.txt	19	.	1
deu-x-bible-schlachter2000.txt	19	.	1
deu-x-bible-tafelbibel.txt	19	.	1
deu-x-bible-textbibel.txt	19	.	1
deu-x-bible-volxbibel.txt	21	.	1
deu-x-bible-volxbibel.txt	22	“	1
deu-x-bible-zuercher.txt	21	.	1
eng-x-bible-amplified.txt	20	!	1
eng-x-bible-books.txt	19	.	1
eng-x-bible-books.txt	20	"	1
eng-x-bible-clontz.txt	19	.	1
eng-x-bible-clontz.txt	20	«	1
eng-x-bible-common.txt	20	.	1
eng-x-bible-common.txt	21	"	1
eng-x-bible-contemporary.txt	20	!	1
eng-x-bible-contemporary.txt	21	”	1
eng-x-bible-darby.txt	22	.	1
eng-x-bible-diaglot.txt	19	.	1
eng-x-bible-easytoread.txt	23	.	1
eng-x-bible-easytoread.txt	24	”	1
eng-x-bible-etheridge.txt	17	.	1
eng-x-bible-godsword.txt	22	.	1
eng-x-bible-godsword.txt	23	”	1
eng-x-bible-goodnews.txt	22	!	1
